texto,categoria
Assinei tutoria,Educação
"REMÉDIO DA REMÉDIO 37,70",Saúde
"conserto R$ 90,10",Casa
"biquíni novo r$ 14,30",Vestuário
"estacionei 180,00",Transporte
café da manhã 30 reais,Alimentação
CARIDADE IMPREVISTO 60.25,Outros
curso de curso online,Educação
"SERINGA R$ 2500,00",Saúde
"comprei blusa de frio R$49,10",Vestuário
Mensalidade prova,Educação
Boliche,Lazer
comprei hospital,Saúde
pedi feira no delivery,Alimentação
Delivery bolo,Alimentação
fui na protetor solar,Saúde
plano mensal clube de assinatura,Assinaturas
"hospedagem R$ 70,50",Lazer
"conta do x-burguer R$24,25",Alimentação
mensalidade YouTube Music,Assinaturas
"assinatura do Figma 139,25",Assinaturas
"AULA DE DOUTORADO R$ 129,70",Educação
"compras de roupa 70,30",Vestuário
tablet para chá de bebê 17.75,Outros
"drinque 120,50",Alimentação
"pedi iogurte no delivery R$35,90",Alimentação
Comprei tinta,Casa
"conserto R$ 35,00",Casa
COMPREI MICRO-ONDAS,Casa
honorário imprevisto r$100,Outros
"TV por assinatura R$ 119,90",Casa
comprei chinelo,Vestuário
comprei bermuda na shopping 55.75,Vestuário
comprei peça de roupa,Vestuário
Paguei a medicamento,Saúde
"passagem de taxi R$ 110,90",Transporte
"corrida r$ 130,25",Transporte
paguei curso presencial,Educação
"estacionei 49,70",Transporte
matrícula 150.50,Educação
refrigerante no mercado 800,Alimentação
bolsa na Riachuelo,Vestuário
ANUIDADE AMAZON PRIME,Assinaturas
mensalidade da raio-x,Saúde
Imposto para chá de bebê,Outros
ASSINATURA DO SHEIN,Assinaturas
laser tag,Lazer
mototáxi pro trabalho,Transporte
Compras do mês,Alimentação
Ingresso do museu 300 reais,Lazer
biscoito,Alimentação
sunga,Vestuário
pedi comida por quilo no delivery,Alimentação
bolsa 89.50,Vestuário
consulta com crossfit,Saúde
"exame de sangue da semana R$ 2000,00",Saúde
Adidas na loja,Vestuário
cobrou Disney+,Assinaturas
"GASOLINA 900,00",Transporte
COMPREI IPVA,Outros
dio 5.40,Educação
manutenção da reforma,Casa
pedreiro do mês R$ 8,Casa
"INGRESSO DO STEAM 35,00",Lazer
"compras da semana R$ 600,00",Alimentação
"exame no laboratório R$ 69,30",Saúde
Compras do mês,Alimentação
bolacha pra hoje,Alimentação
peguei passagem aérea 47.80,Transporte
comprei sobretudo,Vestuário
KASPERSKY,Assinaturas
"Bolsa nova 32,20",Vestuário
renovação Epic Games 800 reais,Assinaturas
assinei curso online,Educação
Remédio da semana 1200,Saúde
"passagem de cartão transporte 100,80",Transporte
diversão,Lazer
mensalidade certificaçao 32.75,Educação
Cabo para aniversário,Outros
paguei esgoto,Casa
jantei fora,Alimentação
boleto do limpeza 25,Casa
"reforma r$55,10",Casa
CARNE 99.20,Alimentação
peça de roupa,Vestuário
MENSALIDADE DA FARMÁCIA,Saúde
"anuidade Calm R$ 8,25",Assinaturas
"REMÉDIO DA PRONTO-SOCORRO 19,20",Saúde
"comprei medicamento R$ 20,00",Saúde
assinei parque de diversões,Lazer
peguei gasolina R$ 8,Transporte
pet shop imprevisto 95.99,Outros
abasteci r$300,Transporte
"terapia mensal R$ 22,50",Saúde
gasto com raçao,Outros
yoga da semana,Saúde
feira do mês,Alimentação
plano mensal Shein,Assinaturas
polo,Vestuário
Disney+,Lazer
"Taxa para casamento r$ 29,70",Outros
reforma 130.40,Casa
"diversão R$150,25",Lazer
Frango no padaria,Alimentação
"Uber Black pro trabalho R$ 139,60",Transporte
"boleto do cortina R$55,99",Casa
Comprei brinquedo,Lazer
corrida de VLT 119.75,Transporte
"renovei YouTube Music R$ 85,75",Assinaturas
DIVERSÃO,Lazer
matrícula no curso,Educação
Photoshop,Assinaturas
EMPRÉSTIMO DO MÊS 80.90,Outros
anuidade Norton,Assinaturas
"plano anual Paramount+ R$ 70,00",Assinaturas
"ingresso pro deezer 149,60",Lazer
"comprei curso presencial 45,25",Educação
café da manhã no bar,Alimentação
"mensalidade mensalidade da faculdade 60,00",Educação
"exame no laboratório 5,90",Saúde
"DESPESA COM SERVIÇO R$30,30",Outros
PASSAGEM DE PEDAGIO 130.25,Transporte
pulseira,Vestuário
Comprei quiropraxia,Saúde
"mensalidade curso presencial R$15,90",Educação
renovação Oi,Assinaturas
iPhone do mês 120,Outros
anuidade hbo max,Assinaturas
Remédio pet do mês r$ 1000,Outros
"comprei h&m r$ 140,20",Vestuário
comprei roupa de banho na Renner,Vestuário
"saia nova R$ 30,10",Vestuário
"medicamento mensal R$ 5,50",Saúde
RENOVAÇÃO PHOTOSHOP,Assinaturas
revisão do carro,Transporte
táxi da semana,Transporte
"passagem de licenciamento R$ 14,75",Transporte
cinto na outlet,Vestuário
vinho pra hoje,Alimentação
"manutenção da móvel r$ 47,80",Casa
"gasto com veterinário R$140,80",Outros
"Relógio na c&a 85,30",Vestuário
paguei a clínica,Saúde
assinei material escolar,Educação
"feira do mês 79,70",Alimentação
"ESTACIONEI 60,90",Transporte
Macacão,Vestuário
massa no mercado,Alimentação
"ROUPAS 20,00",Vestuário
"Compras de roupa 20,00",Vestuário
MENSALIDADE DA ALURA R$ 45,Educação
despesa com presente de aniversário,Outros
"fui ao quadrinhos 50,75",Lazer
borracheiro da semana 25.25,Transporte
sabão para a casa,Casa
mensalidade tim,Assinaturas
comprei pet shop,Outros
abasteci 24.60,Transporte
Under Armour na Zara,Vestuário
fui ao jogo de tabuleiro,Lazer
loja de roupa R$ 5,Vestuário
PAGUEI CCAA,Educação
boleto do telefone fixo,Casa
"material de construção 140,60",Casa
"CONSULTA COM TERAPEUTA R$ 1500,00",Saúde
paguei TV a cabo 80,Casa
"Pedi ifood no delivery r$95,10",Alimentação
ASSINEI EVENTO PROFISSIONAL,Educação
"câmera R$ 130,75",Outros
"renovação kaspersky r$ 149,25",Assinaturas
"comprei mensalidade academia 59,50",Saúde
Diversão,Lazer
delivery água mineral,Alimentação
comprei balada,Lazer
Fisk,Educação
gasto com papelaria 95.25,Outros
coxinha,Alimentação
gás mensal 65.60,Casa
comprei fruta,Alimentação
"matrícula R$119,70",Educação
seguro do carro de volta 700,Transporte
comprei tapete,Casa
Assinei faculdade,Educação
diesel pro trabalho,Transporte
SUPERMERCADO 180 REAIS,Alimentação
Forever 21 900 reais,Vestuário
mensalidade Canva Pro,Assinaturas
"comprei hospedagem R$85,60",Lazer
"PlayStation Plus 50,00",Assinaturas
comprei forever 21 na outlet r$1000,Vestuário
delivery lanche,Alimentação
consulta com whey,Saúde
"passagem de Moovit R$99,40",Transporte
plano Claro 29.25,Assinaturas
"FEIRA DO MÊS 12,40",Alimentação
"cobrou Netflix R$22,25",Assinaturas
"Deezer R$19,60",Lazer
passeio,Lazer
Mensalidade tidal,Assinaturas
"Tidal r$ 100,99",Assinaturas
"material de doutorado 30,99",Educação
gasto com celular 10,Outros
comprei boné,Vestuário
"gasto com papelaria 900,00",Outros
"mensalidade adobe creative cloud r$85,20",Assinaturas
anuidade Office 365,Assinaturas
comprei creme,Saúde
"assinei filme R$ 69,50",Lazer
"Mensalidade coursera r$ 900,00",Educação
Material de enem 1200 reais,Educação
comprei inglês,Educação
"mensalidade professor particular R$ 100,50",Educação
Rancho r$400,Alimentação
"fui ao clube R$ 180,00",Lazer
"MENSALIDADE ACADEMIA R$ 25,90",Saúde
pochete novo 12,Vestuário
comprei análises clínicas,Saúde
"delivery macarrão 59,80",Alimentação
exame no laboratório 69.25,Saúde
"Mensalidade figma 49,50",Assinaturas
"Gasolina 24,80",Transporte
cobrou OneDrive,Assinaturas
Cobrou banda larga,Assinaturas
Assinei mestrado,Educação
pedágio 80.60,Transporte
"abasteci o carro R$35,25",Transporte
camisa,Vestuário
"revisão do carro r$ 110,20",Transporte
"assinatura do Paramount+ R$24,80",Assinaturas
par de Renner R$ 35,Vestuário
óculos de sol,Vestuário
manutençao da papel higienico 350,Casa
"despesa com banho e tosa 180,00",Outros
Figma,Assinaturas
CURSO ONLINE,Educação
PÓS-GRADUAÇÃO,Educação
"certificaçao R$47,80",Educação
"COMPREI OBRA 65,40",Casa
"hotel R$150,60",Lazer
paguei a suplemento,Saúde
"fui ao jogos no Steam R$8,60",Lazer
"manutenção da condomínio R$ 5,70",Casa
"feira do mês R$ 40,00",Alimentação
manutenção da Sky,Casa
assinatura do Headspace,Assinaturas
hospedagem 49.50,Lazer
consulta,Saúde
cobrou internet,Assinaturas
faculdade particular,Educação
COMPREI EMPREGADA,Casa
"Limpeza para a casa r$60,99",Casa
"matricula R$14,75",Educação
plano Globoplay,Assinaturas
jardinagem para a casa,Casa
viagem para serra 90.25,Lazer
dividi conta do chá,Alimentação
"decoração mensal R$ 129,30",Casa
"pulseira R$150,90",Vestuário
ASSINEI FRANCÊS,Educação
compras da semana,Alimentação
"exame no laboratorio 80,25",Saúde
"consulta com consulta médica r$ 120,75",Saúde
presente de aniversário,Outros
comprei consulta dentista 75.20,Saúde
rancho,Alimentação
paguei mesada,Outros
eletrodoméstico mensal R$ 2500,Casa
"comprei brinco na Renner 10,20",Vestuário
workshop,Educação
"pulseira novo r$ 60,60",Vestuário
"Consulta com band-aid r$ 600,00",Saúde
pedi smoothie no delivery,Alimentação
comprei roupa de banho na loja,Vestuário
"compras do mês 119,99",Alimentação
"cobrou Shein R$40,40",Assinaturas
"exame no laboratório R$85,25",Saúde
reforço escolar 120.30,Educação
cobrou iCloud,Assinaturas
"PRESENTE PRA CASAMENTO 89,25",Outros
Energia elétrica do mês 119.40,Casa
"café da manhã 15,00",Alimentação
entretenimento 60.30,Lazer
CADERNO,Educação
tênis nova 55.10,Vestuário
ESTACIONAMENTO 1500,Transporte
hotel,Lazer
paguei aluguel da casa,Casa
"WORKSHOP 2000,00",Educação
supermercado 130.50,Alimentação
"compras de roupa 600,00",Vestuário
"gasolina r$ 60,50",Transporte
UBER BLACK,Transporte
PAGUEI CRM 8 REAIS,Educação
"conserto do dízimo 40,90",Outros
"EVENTO PROFISSIONAL R$130,25",Educação
gym,Saúde
mensalidade exame,Educação
epic games,Assinaturas
Reforma 89.20,Casa
"PAR DE JAQUETA 5,50",Vestuário
Amazon Prime,Assinaturas
locadora pra casa,Transporte
"BOLETO DE QUADRO R$ 70,80",Casa
diversão 15 reais,Lazer
"comprei limpeza dental 9,80",Saúde
renovei Deezer,Assinaturas
queijo no restaurante,Alimentação
compras da semana 700 reais,Alimentação
"chapéu nova 39,30",Vestuário
"PAGUEI CANETA 139,99",Educação
gasto com multa de trânsito,Outros
PROCESSO,Outros
taxa de condomínio,Casa
dividi conta do feijao,Alimentação
"Loja de roupa r$5,99",Vestuário
"Delivery chopp r$ 95,10",Alimentação
"LINGERIE NOVO R$129,30",Vestuário
"clínica mensal R$8,90",Saúde
estacionei 100.99,Transporte
Peguei uber black,Transporte
PLANO MENSAL HEADSPACE,Assinaturas
"CHINELO NOVO R$59,50",Vestuário
"material de faculdade R$ 29,70",Educação
"mensalidade Steam 19,30",Assinaturas
"telefone fixo para a casa R$ 12,75",Casa
"Gym da semana 8,00",Saúde
Compras da semana,Alimentação
"Conta do cachaça 69,99",Alimentação
PASSEIO,Lazer
"ingresso pro show de música 50,25",Lazer
"conta de água para a casa 65,10",Casa
comprei mestrado,Educação
coturnos na outlet 60.50,Vestuário
remédio pet,Outros
paguei curso,Educação
manutenção,Casa
"assinei caiaque R$ 8,00",Lazer
paguei condominio,Casa
"abasteci o carro 10,20",Transporte
Bicicleta pro trabalho,Transporte
assinei mochila R$ 700,Educação
"plano mensal Google Drive 12,80",Assinaturas
ingresso pro hostel,Lazer
"Plano mensal vivo r$ 120,70",Assinaturas
assinei lápis,Educação
ASSINEI MOCHILA R$ 180,Educação
rodovia de volta,Transporte
comprei água R$ 2500,Alimentação
Passagem de viação,Transporte
loja de roupa,Vestuário
matrícula,Educação
gasolina,Transporte
"COMPREI OVO 95,50",Alimentação
"compras do mês 19,80",Alimentação
"matrícula R$95,40",Educação
COMPREI NETFLIX,Lazer
"micro-ondas R$119,25",Casa
"assinei livro didático 130,20",Educação
comprei sutiã,Vestuário
COMBUSTÍVEL 100.60,Transporte
"ingresso pro HBO Max R$85,90",Lazer
"jantei fora R$ 120,20",Alimentação
presente de natal para chá de bebê,Outros
"ROUPAS R$ 12,30",Vestuário
"aula de caderno 5,00",Educação
gasto com fone de ouvido,Outros
"curso de doutorado 80,00",Educação
fui ao quadrinhos,Lazer
roupas 2500,Vestuário
mensalidade pronto-socorro 400 reais,Saúde
"gás mensal R$ 59,80",Casa
moto pro trabalho,Transporte
carteira na Zara,Vestuário
show de música,Lazer
universidade,Educação
CONTA DE LUZ PARA A CASA 80,Casa
Remédio da curativo,Saúde
brinco na outlet,Vestuário
"saída 110,75",Lazer
"café da manhã 60,10",Alimentação
"Comprei cartório r$ 75,80",Outros
combustível,Transporte
"CAMISETA NOVO R$139,80",Vestuário
"presente pra natal 100,50",Outros
"mensalidade paramount+ 47,50",Assinaturas
limpeza 50.10,Casa
exame no laboratório,Saúde
curso de mensalidade universitária,Educação
feira do mês 89.80,Alimentação
pedágio pro trabalho,Transporte
assinatura do YouTube Premium,Assinaturas
Carregador,Outros
"MATRÍCULA R$29,75",Educação
Netflix com a família,Lazer
almoço,Alimentação
mensalidade da mensalidade da faculdade R$ 200,Educação
renovação Telecine,Assinaturas
curso de doutorado,Educação
assinatura do Shein,Assinaturas
TROCA DE ÓLEO,Transporte
Paguei alura,Educação
"hotel R$47,60",Lazer
"Compras de roupa r$ 12,10",Vestuário
cobrou iCloud,Assinaturas
"Compras de roupa 139,20",Vestuário
"Conserto do consultório veterinário 25,00",Outros
Uber Black de volta 10 reais,Transporte
"almocei no food truck 89,80",Alimentação
combustível,Transporte
"ENTRETENIMENTO R$ 110,99",Lazer
imposto predial mensal 100 reais,Casa
Taxa bancária do mês,Outros
snack no praça de alimentaçao,Alimentação
"CONTA DE CONTA DE ÁGUA R$9,70",Casa
conta de seguro residencial 15.99,Casa
paguei serviço,Outros
loja de roupa,Vestuário
multa,Outros
"fui na band-aid R$ 2000,00",Saúde
ingresso do Xbox R$30,Lazer
paguei multa,Outros
"Comprei mochila r$ 79,50",Educação
"MOVIDA PRA CASA R$ 59,30",Transporte
Material de régua 15.80,Educação
"Entretenimento r$ 17,75",Lazer
Comprei sushi,Alimentação
"comprei serviço 17,20",Outros
escola de idiomas,Educação
Abasteci o carro,Transporte
"Disney Plus 27,30",Assinaturas
suplemento R$ 1500,Saúde
paguei faxineira,Casa
comprei oferta,Outros
paguei webinar 100.75,Educação
mercado,Alimentação
chapéu na outlet,Vestuário
zona azul de volta,Transporte
passeio,Lazer
Comprei disney+,Lazer
RENOVAÇÃO DEEZER,Assinaturas
mensalidade da loção,Saúde
assinei curso online 350,Educação
consultório veterinário,Outros
loja de roupa,Vestuário
curso de apostila R$ 700,Educação
mensalidade limpeza dental 30 reais,Saúde
etanol,Transporte
"empréstimo para formatura 25,80",Outros
PLANO STEAM,Assinaturas
"mesada para chá de bebê 8,90",Outros
"ingresso pro livro 129,99",Lazer
mensalidade workshop 200 reais,Educação
"avião pra casa R$65,75",Transporte
"paguei CCAA R$ 12,00",Educação
exame no laboratório,Saúde
boleto do Wi-Fi R$700,Casa
DIVIDI CONTA DO LANCHE,Alimentação
fui na clínica,Saúde
celular para natal,Outros
ANUIDADE CARTÃO IMPREVISTO 35.40,Outros
"Under Armour na Renner R$70,70",Vestuário
assinei passeio de barco,Lazer
paguei Alura 8.20,Educação
remédio da plano de saúde 50.75,Saúde
mercadinho pra hoje,Alimentação
"fui ao turismo r$14,40",Lazer
trem pra casa,Transporte
OVO R$ 8,Alimentação
bilhete da semana 12.70,Transporte
"boleto de reforma R$ 12,70",Casa
"manutenção da empregada 49,25",Casa
fim de semana,Lazer
paguei Wizard 900,Educação
"despesa com doação r$ 27,25",Outros
mensalidade da francês 18,Educação
ASSINEI SHOW,Lazer
"abasteci 150,80",Transporte
"comprei carregador r$ 50,75",Outros
"mercado 100,60",Alimentação
manutenção,Outros
passagem aérea pro trabalho 500 reais,Transporte
"despesa com multa R$ 2000,00",Outros
"corrida r$120,70",Transporte
compras de roupa,Vestuário
"COMPREI ELETRICISTA 130,70",Casa
rancho R$20,Alimentação
comprei consulta dentista,Saúde
paguei a esparadrapo R$ 20,Saúde
"reforma r$65,80",Casa
comprei boliche,Lazer
almocei no boteco,Alimentação
AÇAÍ PRA HOJE,Alimentação
delivery no restaurante,Alimentação
"assinei câmera R$5,80",Lazer
REMÉDIO PET PARA NATAL 55.75,Outros
"comprei IPVA R$ 40,00",Outros
"PAGUEI ESGOTO 2500,00",Casa
MANUTENÇÃO R$ 3000,Casa
"MATERIAL DE CONSTRUÇÃO R$37,99",Casa
"matricula no curso 85,25",Educação
estacionei,Transporte
PRESENTE,Outros
assinei esporte,Lazer
cobrou Steam,Assinaturas
comprei sky,Casa
comprei mesa,Casa
fui na whey,Saúde
Reforma r$20,Casa
carregador,Outros
ROUPA DE ACADEMIA NA SHOPPING R$ 300,Vestuário
paguei botijão de gás,Casa
abasteci o carro 149.40,Transporte
Conta de luz mensal 1500,Casa
plano mensal Paramount+,Assinaturas
"paguei curso 17,90",Educação
ônibus pra casa,Transporte
fui na análises clínicas 5,Saúde
workshop 300 reais,Educação
"smartphone imprevisto R$ 130,80",Outros
"PEDÁGIO R$ 600,00",Transporte
mensalidade Adobe Creative Cloud,Assinaturas
Almocei no mall r$ 350,Alimentação
comprei joia,Vestuário
combustivel,Transporte
conta do smoothie 55.50,Alimentação
Mensalidade upa 35.40,Saúde
conserto do presente 900,Outros
"emprestei dinheiro para formatura R$ 9,80",Outros
"fui na exame 59,99",Saúde
"idioma R$29,10",Educação
meia,Vestuário
assinatura do nordvpn,Assinaturas
Despesa com ir,Outros
consulta com convênio 180,Saúde
"roupas R$ 90,80",Vestuário
"ingresso do Steam R$129,50",Lazer
Comprei farmácia,Saúde
boleto do água,Casa
"Pedágio r$25,80",Transporte
compras de roupa 85.70,Vestuário
conta do pão 100.50,Alimentação
IPTU para chá de bebê 89.90,Outros
Gasto com ração,Outros
comprei sofá 600 reais,Casa
Almocei no praça de alimentação,Alimentação
"passeio r$ 70,00",Lazer
mensalidade da pomada,Saúde
estacionei 59.50,Transporte
"entretenimento R$ 45,10",Lazer
comprei videogame,Lazer
"mensalidade Netflix 24,10",Assinaturas
ingresso do musical 12 reais,Lazer
"material de Rocketseat R$ 27,75",Educação
"workshop R$ 95,70",Educação
certificaçao 12 reais,Educação
"cinto novo R$ 50,00",Vestuário
bob's,Alimentação
"Almocei no supermercado 65,60",Alimentação
"comprei esgoto 50,75",Casa
conserto 180 reais,Casa
comprei aluguel 8,Casa
"lanche da tarde r$ 400,00",Alimentação
"PRESENTE PRA FORMATURA R$65,80",Outros
Raio-x,Saúde
"eletricista mensal r$ 400,00",Casa
tapete 22.70,Casa
MATRÍCULA NO CURSO 60.80,Educação
"fui ao teatro 3000,00",Lazer
consulta com mensalidade academia 70.25,Saúde
"ração do mês 700,00",Outros
paguei a análises clínicas,Saúde
móvel,Casa
feira do mês 29.40,Alimentação
bota na C&A,Vestuário
"gasto com manutenção R$17,50",Outros
remédio da pilates,Saúde
plano mensal globoplay 80.90,Assinaturas
comprei tarifa,Outros
"polo na Zara 70,80",Vestuário
